"filename","restoration_type","species_annotation_codes","scientific_name","common_name","bout","song","call","begin_time_in_s","end_time_in_s","low_freq_in_Hz","high_freq_in_Hz","peak_freq_in_Hz","center_freq_in_Hz","delta_freq_in_Hz","BW_90_in_Hz","delta_time_in_s","dur_90_in_s","min_amp","max_amp","peak_amp","file_offset"
"INOA03R_20201217_062000","Active","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 1",0,1,46.50556266,46.90828796,5040.9,9412.6,8156.25,7593.75,4371.747,3562.5,0.4027,0.32,-2826,2907,2907,46.50556266
"INOA03R_20201217_062000","Active","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 2",0,1,48.41386103,48.83517366,4505.6,9189.6,7500,7406.25,4684.015,3375,0.4213,0.3093,-6082,6014,6082,48.41386103
"INOA03R_20201217_062000","Active","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 3",0,1,49.22550742,49.72116934,5710,9457.2,8062.5,7875,3747.212,3375,0.4957,0.4267,-863,953,953,49.22550742
"INOA03R_20201217_062000","Active","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 1",0,1,50.08054506,50.58240275,5977.7,9278.8,6656.25,7312.5,3301.115,2812.5,0.5019,0.432,-661,687,687,50.08054506
"INOA03R_20201217_062000","Active","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 2",0,1,51.3568745,52.74472786,4371.7,9903.3,7500,7218.75,5531.599,4218.75,1.3879,1.184,-2361,2671,2671,51.3568745
"INOA03R_20201217_062000","Active","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 3",0,1,53.22799823,54.60965582,4817.8,9858.7,7125,7218.75,5040.892,3468.75,1.3817,1.072,-4504,4227,4504,53.22799823
"INOA03R_20201217_062000","Active","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 4",0,1,57.33579637,58.0173315,5710,9323.4,6937.5,7500,3613.383,3093.75,0.6815,0.608,-2418,2424,2424,57.33579637
"INOA03R_20201217_062000","Active","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 5",0,1,58.45103568,58.81658634,5754.6,9011.2,8062.5,7500,3256.506,2718.75,0.3656,0.304,-1427,1469,1469,58.45103568
"INOA03R_20201217_062000","Active","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 6",0,1,59.50431725,59.99997917,5754.6,9145,8156.25,7500,3390.335,2906.25,0.4957,0.4693,-1219,1255,1255,59.50431725
"INOA03R_20201217_062000","Active","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 1",0,1,60.03717464,61.01610693,5843.9,9100.4,9000,7781.25,3256.506,2906.25,0.9789,0.848,-3687,3734,3734,60.03717464
"INOA03R_20201217_062000","Active","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 2",0,1,62.52168,63.04832079,5843.9,9278.8,7218.75,7500,3434.944,2812.5,0.5266,0.432,-695,775,775,62.52168
"INOA03R_20201217_062000","Active","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 3",0,1,64.05823194,64.3060629,5397.8,9055.8,7593.75,7312.5,3657.993,3187.5,0.2478,0.2187,-1054,1015,1054,64.05823194
"INOA03R_20201217_062000","Active","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 4",0,1,64.88846565,65.19825435,5620.8,8921.9,7406.25,7312.5,3301.115,2906.25,0.3098,0.2667,-1086,1206,1206,64.88846565
"INOA03R_20201217_062000","Active","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 5",0,1,65.77446133,65.89837681,5843.9,9100.4,8250,7593.75,3256.506,2718.75,0.1239,0.0907,-1021,1369,1369,65.77446133
"INOA03R_20201217_062000","Active","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 6",0,1,68.40766526,69.47333838,5799.3,9323.4,9187.5,7593.75,3524.164,3093.75,1.0657,0.928,-2813,2812,2813,68.40766526
"INOA03R_20201217_062000","Active","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 1",0,1,71.58611813,73.02973347,5531.6,9189.6,7781.25,7687.5,3657.993,3187.5,1.4436,1.3493,-2635,2595,2635,71.58611813
"INOA03R_20201217_062000","Active","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 2",0,1,77.11894428,78.86615253,5799.3,9546.5,8812.5,7687.5,3747.212,3281.25,1.7472,1.552,-2193,2722,2722,77.11894428
"SEL107R_20201204_082000","Active","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 1",0,1,102.651791254,103.550178477,4371.7,8297.4,7687.5,7406.25,3925.651,3093.75,0.8984,0.704,-704,750,750,102.651791254
"SEL107R_20201204_082000","Active","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 2",0,1,106.511758429,106.970245702,4773.2,8163.6,7687.5,7406.25,3390.335,2906.25,0.4585,0.3467,-743,840,840,106.511758429
"SEL107R_20201204_082000","Active","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 1",0,1,113.2589771,113.79181366,4550.2,8119,7781.25,7312.5,3568.773,2906.25,0.5328,0.416,-481,568,568,113.2589771
"SEL107U_20201204_082000","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 1",0,1,152.118954693,152.620812384,3301.1,6691.4,5437.5,5250,3390.335,2531.25,0.5019,0.4213,-829,1221,1221,152.118954693
"SEL107U_20201204_082000","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 2",0,1,153.184627814,153.785617888,3033.5,6736.1,5906.25,5437.5,3702.602,2343.75,0.601,0.5067,-1620,2055,2055,153.184627814
"SEL107U_20201204_082000","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 3",0,1,156.183382409,156.573716168,3390.3,6468.4,5812.5,5531.25,3078.067,1875,0.3903,0.32,-1737,2050,2050,156.183382409
"SEL107U_20201204_082000","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 4",0,1,159.653015825,159.999979167,3211.9,6334.6,6000,5250,3122.677,1968.75,0.347,0.2933,-1346,1461,1461,159.653015825
"SEL107U_20201204_082000","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 1",0,1,160,160.44609573,3702.6,6334.6,5343.75,5156.25,2631.97,1687.5,0.4461,0.3893,-1062,1284,1284,160
"SEL107U_20201204_082000","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 2",0,1,161.72242516,164.09540659,3390.3,7628.3,5250,5343.75,4237.918,3187.5,2.373,2.096,-1297,1175,1297,161.72242516
"SEL107U_20201204_082000","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 1",0,1,175.52663037,177.15611892,3211.9,7895.9,5625,5437.5,4684.015,3187.5,1.6295,1.392,-1907,1889,1907,175.52663037
"SEL107U_20201204_082000","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 1",0,1,180.89219145,181.72242516,2944.2,7494.4,5437.5,5343.75,4550.186,3000,0.8302,0.7627,-958,1033,1033,180.89219145
"SEL107U_20201204_082000","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 2",0,1,183.5439827,183.64931086,2899.6,7583.6,5156.25,5531.25,4684.015,2906.25,0.1053,0.08,-799,766,799,183.5439827
"SEL107U_20201204_082000","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 3",0,1,188.51299342,188.89093563,2542.8,7762.1,4968.75,5343.75,5219.331,3000,0.3779,0.3307,-2718,3080,3080,188.51299342
"SEL107U_20201204_082000","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 1",0,1,191.44361533,192.18710821,3479.6,6780.7,4781.25,4968.75,3301.115,2531.25,0.7435,0.6773,-609,780,780,191.44361533
"SEL107U_20201204_082000","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 2",0,1,193.28995597,194.03964462,2185.9,5799.3,4406.25,4500,3613.383,2625,0.7497,0.672,-703,893,893,193.28995597
"SEL107U_20201204_082000","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 3",0,1,194.58487273,196.03468383,2230.5,6334.6,4687.5,4968.75,4104.089,2625,1.4498,1.3067,-1331,1717,1717,194.58487273
"SEL107U_20201204_082000","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 4",0,1,197.26764285,197.69515126,2587.4,7226.8,5156.25,5062.5,4639.405,3375,0.4275,0.368,-951,1050,1050,197.26764285
"SEL107U_20201204_082000","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 5",0,1,198.32092442,198.82897789,2542.8,7360.6,4687.5,5062.5,4817.844,2906.25,0.5081,0.4373,-937,1039,1039,198.32092442
"SEL107U_20201204_082000","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 1",0,1,200.27880983,200.79925484,2141.3,7494.4,4968.75,5062.5,5353.16,3281.25,0.5204,0.48,-972,1270,1270,200.27880983
"SEL107U_20201204_082000","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 1",0,1,215.82402752,216.36925563,2052,6691.4,4781.25,4781.25,4639.405,3562.5,0.5452,0.4853,-885,840,885,215.82402752
"SEL107U_20201204_082000","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 2",0,1,216.87111332,217.32960059,1873.6,7583.6,4781.25,4875,5710.037,3562.5,0.4585,0.4,-1028,1319,1319,216.87111332
"SEL107U_20201204_082000","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 1",0,1,220,221.15241396,1918.2,7137.5,4781.25,4781.25,5219.331,3937.5,1.1524,1.0453,-1344,1062,1344,220
"SEL107U_20201204_082000","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 2",0,1,224.8760741,225.3531487,2052,7806.7,4875,4968.75,5754.647,4500,0.4771,0.4267,-1276,1308,1308,224.8760741
"VAR410U_20201130_094000","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 1",1,0,9.382882164,9.736041279,2988.8,6468.4,5250,5250,3479.554,1687.5,0.3532,0.3093,-1190,1070,1190,9.382882164
"VAR410U_20201130_094000","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 1",0,1,16.30729789,16.52414998,2721.2,7449.8,6468.75,6000,4728.625,3281.25,0.2169,0.1707,-1222,1274,1274,16.30729789
"VAR410U_20201130_094000","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 1",0,1,56.47458379,57.73852167,3301.1,8565.1,7031.25,5812.5,5263.941,3937.5,1.2639,1.152,-836,981,981,56.47458379
"VAR410U_20201130_095000","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 1",0,1,50.30359292,50.58859853,3167.3,9011.2,5343.75,5812.5,5843.866,4593.75,0.285,0.2613,-503,551,551,50.30359292
"VAR410U_20201130_095000","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 2",0,1,51.55513926,52.34200256,3791.8,9055.8,6843.75,6750,5263.941,4125,0.7869,0.6773,-527,632,632,51.55513926
"VAR410U_20201130_095000","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 3",1,0,58.70506241,59.73975666,2230.5,7895.9,6937.5,6281.25,5665.428,4218.75,1.0347,0.7947,-1186,1285,1285,58.70506241
"VAR410U_20201130_095000","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 1",1,0,62.34819833,63.19701936,2498.1,7672.9,6000,5812.5,5174.721,4781.25,0.8488,0.5547,-938,935,938,62.34819833
"VAR410U_20201130_095000","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 1",1,0,70.52664079,71.37546182,2498.1,7583.6,5906.25,5906.25,5085.502,4406.25,0.8488,0.64,-780,759,780,70.52664079
"VAR410U_20201130_095000","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 2",1,0,75.38412757,76.29490634,2676.6,8475.8,4968.75,6468.75,5799.257,4875,0.9108,0.7253,-674,671,674,75.38412757
"VAR410U_20201130_095000","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 3",1,0,78.97148069,79.73356089,2275.1,7583.6,4968.75,4968.75,5308.55,4406.25,0.7621,0.64,-1794,1835,1835,78.97148069
"VAR410U_20201130_095000","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 1",1,0,90.4337042,91.0656731,2275.1,8386.6,4968.75,5062.5,6111.524,5156.25,0.632,0.4853,-559,753,753,90.4337042
"VAR410U_20201130_095000","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 2",1,0,96.4374091,97.2800344,2721.2,7628.3,3843.75,5250,4907.063,3562.5,0.8426,0.608,-717,704,717,96.4374091
"VAR410U_20201130_095000","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 1",1,0,106.41882182,107.20568511,3211.9,9457.2,3656.25,6843.75,6245.353,5718.75,0.7869,0.64,-551,571,571,106.41882182
"HP4008U_20200307_181000","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 1",0,1,221.933081475,222.174716659,8074.3,10527.9,8625,8625,2453.532,1500,0.2416,0.16,-737,648,737,221.933081475
"HP4008U_20200307_181000","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 2",0,1,222.676574349,222.980167273,7628.3,10750.9,8343.75,8531.25,3122.677,1781.25,0.3036,0.1867,-621,640,640,222.676574349
"HP4008U_20200307_181000","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 3",0,1,223.971491106,224.287475578,7539,10750.9,8156.25,8437.5,3211.896,1968.75,0.316,0.2187,-548,504,548,223.971491106
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 1",0,1,1.30359292,1.60718585,7762.1,10527.9,8343.75,8531.25,2765.799,1500,0.3036,0.208,-607,606,607,1.30359292
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 2",0,1,4.17223627,4.5439827,7985.1,10840.1,8156.25,8625,2855.019,1500,0.3717,0.2133,-520,515,520,4.17223627
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 3",0,1,5.4733488,5.81411637,7851.3,10795.5,8156.25,8437.5,2944.238,1593.75,0.3408,0.2187,-481,616,616,5.4733488
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 4",0,1,8.37297101,8.73852167,7940.5,10438.7,8156.25,8625,2498.141,1406.25,0.3656,0.2187,-1162,1297,1297,8.37297101
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 5",0,1,9.94669759,10.36181445,7762.1,10706.3,8343.75,8531.25,2944.238,1593.75,0.4151,0.2293,-465,556,556,9.94669759
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 1",0,1,11.55513926,11.97645189,7717.5,11063.2,8156.25,8437.5,3345.725,1687.5,0.4213,0.2507,-641,597,641,11.55513926
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 2",0,1,13.5439827,13.95909956,7806.7,10394.1,8343.75,8625,2587.361,1593.75,0.4151,0.24,-476,683,683,13.5439827
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 3",0,1,14.86368256,15.19825435,7806.7,10349.4,8156.25,8531.25,2542.751,1687.5,0.3346,0.224,-441,579,579,14.86368256
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 4",0,1,15.92935568,16.35066831,7762.1,10349.4,8906.25,8437.5,2587.361,1593.75,0.4213,0.2507,-1425,1331,1425,15.92935568
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 5",0,1,17.55884423,17.91200334,7717.5,10215.6,8156.25,8343.75,2498.141,1500,0.3532,0.2187,-508,489,508,17.55884423
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 6",0,1,19.00245956,19.33703135,7717.5,9992.6,8156.25,8343.75,2275.093,1500,0.3346,0.208,-656,592,656,19.00245956
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 1",0,1,21.5923139,21.9392772,7628.3,10171,7968.75,8343.75,2542.751,1687.5,0.347,0.2133,-506,596,596,21.5923139
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 2",0,1,22.9182095,23.2403898,7539,10037.2,7781.25,8156.25,2498.141,1593.75,0.3222,0.2187,-589,576,589,22.9182095
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 3",0,1,24.1883432,24.5600896,7583.6,10171,7968.75,8250,2587.361,1593.75,0.3717,0.2293,-475,611,611,24.1883432
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 4",0,1,25.8240275,26.1895782,7717.5,10215.6,7968.75,8343.75,2498.141,1593.75,0.3656,0.224,-589,616,616,25.8240275
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 5",0,1,27.2056851,27.5712358,7672.9,10081.8,7875,8250,2408.922,1593.75,0.3656,0.2187,-568,657,657,27.2056851
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 6",0,1,28.990068,29.4175764,7672.9,10349.4,7968.75,8250,2676.58,1687.5,0.4275,0.2347,-521,635,635,28.990068
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 1",0,1,30.4275084,30.8178422,7806.7,10215.6,7968.75,8437.5,2408.922,1687.5,0.3903,0.224,-478,557,557,30.4275084
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 2",0,1,33.3085433,33.7174644,7940.5,10661.7,8156.25,8718.75,2721.19,1875,0.4089,0.2347,-517,695,695,33.3085433
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 3",0,1,34.3184544,34.714984,7583.6,10483.3,7968.75,8343.75,2899.628,1781.25,0.3965,0.2347,-528,623,623,34.3184544
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 4",0,1,35.4460853,35.8302233,7494.4,10304.8,7781.25,8156.25,2810.409,1781.25,0.3841,0.2293,-545,601,601,35.4460853
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 5",0,1,36.908288,37.3234048,7360.6,10260.2,7781.25,8062.5,2899.628,1593.75,0.4151,0.2187,-549,650,650,36.908288
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 6",0,1,38.1040723,38.4944061,7360.6,10081.8,7687.5,7968.75,2721.19,1687.5,0.3903,0.224,-1566,1406,1566,38.1040723
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 7",0,1,39.1697455,39.5476877,7316,10260.2,7781.25,7875,2944.238,1687.5,0.3779,0.224,-757,758,758,39.1697455
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 1",0,1,40.2540267,40.5885985,7137.5,9323.4,7687.5,7687.5,2185.874,1406.25,0.3346,0.2187,-476,585,585,40.2540267
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 2",0,1,41.5737266,41.9516688,7137.5,9368,8062.5,7875,2230.483,1687.5,0.3779,0.2347,-631,613,631,41.5737266
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 3",0,1,43.2156067,43.5811573,7182.2,9368,8156.25,8062.5,2185.874,1593.75,0.3656,0.224,-564,824,824,43.2156067
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 4",0,1,44.3618249,44.7087882,7182.2,9278.8,8062.5,7875,2096.654,1500,0.347,0.2293,-599,712,712,44.3618249
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 5",0,1,45.5204346,45.9107684,7226.8,9412.6,7593.75,7781.25,2185.874,1687.5,0.3903,0.2453,-652,727,727,45.5204346
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 6",0,1,47.428733,47.8314583,6959.1,8743.5,7218.75,7406.25,1784.387,1218.75,0.4027,0.24,-5305,5662,5662,47.428733
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 7",0,1,48.4386441,48.8103906,6736.1,8877.3,7312.5,7500,2141.264,1406.25,0.3717,0.2027,-678,685,685,48.4386441
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 1",0,1,51.6852505,52.0384096,6825.3,8877.3,7406.25,7406.25,2052.045,1218.75,0.3532,0.208,-888,987,987,51.6852505
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 2",0,1,52.9677757,53.2961517,6557.6,8342,6937.5,7125,1784.387,1312.5,0.3284,0.208,-585,565,585,52.9677757
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 3",0,1,54.0086658,54.2874756,6691.4,8386.6,7406.25,7406.25,1695.167,1218.75,0.2788,0.192,-648,658,658,54.0086658
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 4",0,1,55.2230374,55.5266304,6691.4,8431.2,7406.25,7406.25,1739.777,1125,0.3036,0.208,-562,638,638,55.2230374
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 5",0,1,56.3630599,56.7038274,6825.3,8297.4,7125,7500,1472.119,1031.25,0.3408,0.208,-585,565,585,56.3630599
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 6",0,1,57.9305907,58.2899456,6914.5,8252.8,7312.5,7312.5,1338.29,843.75,0.3594,0.2027,-531,679,679,57.9305907
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 7",0,1,59.2936609,59.6530158,6959.1,8520.4,7218.75,7312.5,1561.338,937.5,0.3594,0.208,-509,630,630,59.2936609
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 1",0,1,60.576207,60.9107788,6780.7,8654.3,7031.25,7312.5,1873.606,1312.5,0.3346,0.224,-609,636,636,60.576207
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 2",0,1,61.7162294,62.0446054,6423.8,8252.8,7218.75,7125,1828.996,1031.25,0.3284,0.1973,-572,742,742,61.7162294
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 3",0,1,63.2527813,63.6121362,6736.1,8431.2,7125,7218.75,1695.167,843.75,0.3594,0.2133,-628,647,647,63.2527813
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 4",0,1,64.2255178,64.5538939,6557.6,8565.1,6937.5,7125,2007.435,1406.25,0.3284,0.2027,-617,631,631,64.2255178
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 5",0,1,65.5204346,65.8797895,6736.1,8386.6,6937.5,7218.75,1650.558,1218.75,0.3594,0.2133,-545,763,763,65.5204346
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 6",0,1,67.100357,67.4906907,6423.8,8475.8,7125,7125,2052.045,1125,0.3903,0.24,-636,864,864,67.100357
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 7",0,1,68.469623,68.8847399,6557.6,8788.1,7031.25,7218.75,2230.483,1406.25,0.4151,0.224,-600,699,699,68.469623
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 8",0,1,69.6839947,69.9999792,6513,8342,6843.75,7031.25,1828.996,1312.5,0.316,0.1867,-636,627,636,69.6839947
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 1",0,1,70.6753394,70.8674084,6468.4,7940.5,7031.25,7218.75,1472.119,1031.25,0.1921,0.128,-623,554,623,70.6753394
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 2",0,1,71.7843829,72.137542,6513,8386.6,7031.25,7125,1873.606,1031.25,0.3532,0.2187,-550,584,584,71.7843829
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 3",0,1,72.9306011,73.2589771,6602.2,8252.8,7125,7218.75,1650.558,1031.25,0.3284,0.1973,-689,773,773,72.9306011
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 4",0,1,75.1301008,75.4708684,6736.1,8386.6,7218.75,7312.5,1650.558,1031.25,0.3408,0.2187,-847,738,847,75.1301008
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 5",0,1,76.52415,76.8897006,6869.9,8386.6,7125,7312.5,1516.729,937.5,0.3656,0.1973,-803,771,803,76.52415
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 6",0,1,77.4597118,77.812871,6111.5,8074.3,6843.75,6843.75,1962.825,937.5,0.3532,0.1867,-782,934,934,77.4597118
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 7",0,1,78.9033272,79.2564863,6602.2,8475.8,7125,7218.75,1873.606,937.5,0.3532,0.1653,-629,801,801,78.9033272
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 1",0,1,80.3655507,80.7434929,6780.7,8475.8,7218.75,7406.25,1695.167,1125,0.3779,0.2187,-653,802,802,80.3655507
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 2",0,1,81.7162294,82.0817801,6646.8,8074.3,6937.5,7031.25,1427.509,937.5,0.3656,0.1707,-627,801,801,81.7162294
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 3",0,1,83.234194,83.5811573,6691.4,8877.3,7125,7406.25,2185.874,1312.5,0.347,0.224,-754,846,846,83.234194
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 4",0,1,84.1201897,84.4733488,6557.6,8208.2,7031.25,7031.25,1650.558,1031.25,0.3532,0.192,-709,759,759,84.1201897
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 5",0,1,85.2168417,85.5328261,6423.8,8029.7,7125,7031.25,1605.948,843.75,0.316,0.1867,-596,650,650,85.2168417
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 6",0,1,86.2639275,86.5551288,6066.9,7717.5,6562.5,6656.25,1650.558,1031.25,0.2912,0.1973,-508,704,704,86.2639275
