"filename","restoration_type","species_annotation_codes","scientific_name","common_name","bout","song","call","begin_time_in_s","end_time_in_s","low_freq_in_Hz","high_freq_in_Hz","peak_freq_in_Hz","center_freq_in_Hz","delta_freq_in_Hz","BW_90_in_Hz","delta_time_in_s","dur_90_in_s","min_amp","max_amp","peak_amp","file_offset"
"SEL107R_20200325_182000","Active","SPDO","Spilopelia chinensis","Spotted Dove","bout 8",0,1,28.38288216,29.5167088,378.5,851.7,562.5,562.5,473.157,281.25,1.1338,0.9707,-685,690,690,28.38288216
"SEL107R_20200325_182000","Active","SPDO","Spilopelia chinensis","Spotted Dove","bout 1",0,1,30,30.66914359,378.5,914.8,750,656.25,536.245,187.5,0.6691,0.576,-705,663,705,30
"SEL107R_20200325_182000","Active","SPDO","Spilopelia chinensis","Spotted Dove","bout 2",0,1,31.00371538,31.50557307,410.1,883.2,656.25,656.25,473.157,187.5,0.5019,0.4267,-752,922,922,31.00371538
"SEL107R_20200325_182000","Active","SPDO","Spilopelia chinensis","Spotted Dove","bout 3",0,1,31.88351528,31.95786457,504.7,757.1,656.25,656.25,252.35,187.5,0.0743,0.048,-552,643,643,31.88351528
"SEL107R_20200325_182000","Active","SPDO","Spilopelia chinensis","Spotted Dove","bout 4",0,1,32.37298143,33.17843204,473.2,946.3,750,656.25,473.157,281.25,0.8055,0.6347,-661,601,661,32.37298143
"SEL107R_20200325_182000","Active","SPDO","Spilopelia chinensis","Spotted Dove","bout 5",0,1,33.48202496,34.21932207,473.2,914.8,656.25,656.25,441.613,281.25,0.7373,0.592,-651,654,654,33.48202496
"SEL107R_20200325_182000","Active","SPDO","Spilopelia chinensis","Spotted Dove","bout 6",0,1,35.99131342,39.12017927,410.1,977.9,656.25,656.25,567.788,281.25,3.1289,2.7147,-1761,3400,3400,35.99131342
"SEL107R_20200325_182000","Active","SPDO","Spilopelia chinensis","Spotted Dove","bout 1",0,1,40.56381543,40.6195774,504.7,788.6,656.25,656.25,283.894,187.5,0.0558,0.0373,-577,484,577,40.56381543
"SEL107R_20200325_182000","Active","SPDO","Spilopelia chinensis","Spotted Dove","bout 2",0,1,41.04089003,44.57248118,378.5,977.9,750,656.25,599.332,281.25,3.5316,2.9653,-2799,3461,3461,41.04089003
"SEL107R_20200325_182000","Active","SPDO","Spilopelia chinensis","Spotted Dove","bout 3",0,1,45.96033455,46.02848806,441.6,788.6,656.25,656.25,346.982,187.5,0.0682,0.0373,-393,416,416,45.96033455
"SEL107R_20200325_182000","Active","SPDO","Spilopelia chinensis","Spotted Dove","bout 4",0,1,46.44980069,47.36677524,410.1,788.6,656.25,656.25,378.526,187.5,0.917,0.7413,-1184,1004,1184,46.44980069
"SEL107R_20200325_182000","Active","SPDO","Spilopelia chinensis","Spotted Dove","bout 5",0,1,47.62699774,48.38288216,441.6,946.3,656.25,656.25,504.701,281.25,0.7559,0.5867,-764,802,802,47.62699774
"SEL107R_20200325_182000","Active","SPDO","Spilopelia chinensis","Spotted Dove","bout 1",0,1,51.64807587,51.71622939,473.2,788.6,656.25,656.25,315.438,187.5,0.0682,0.0427,-331,398,398,51.64807587
"SEL107R_20200325_182000","Active","SPDO","Spilopelia chinensis","Spotted Dove","bout 2",0,1,52.13754202,53.02973347,473.2,883.2,750,656.25,410.069,187.5,0.8922,0.7467,-943,1048,1048,52.13754202
"SEL107R_20200325_182000","Active","SPDO","Spilopelia chinensis","Spotted Dove","bout 3",0,1,53.30854329,54.05823194,473.2,946.3,750,656.25,473.157,281.25,0.7497,0.608,-733,657,733,53.30854329
"SEL107R_20200325_182000","Active","SPDO","Spilopelia chinensis","Spotted Dove","bout 4",0,1,57.54025691,57.60221465,473.2,788.6,656.25,656.25,315.438,187.5,0.062,0.0427,-584,470,584,57.54025691
"SEL107R_20200325_182000","Active","SPDO","Spilopelia chinensis","Spotted Dove","bout 5",0,1,58.0421146,58.92811027,441.6,914.8,750,656.25,473.157,187.5,0.886,0.7253,-726,782,782,58.0421146
"SEL107R_20200325_182000","Active","SPDO","Spilopelia chinensis","Spotted Dove","bout 6",0,1,59.2069201,59.95660875,441.6,977.9,750,656.25,536.245,281.25,0.7497,0.5813,-604,558,604,59.2069201
"SEL107R_20200325_182000","Active","SPDO","Spilopelia chinensis","Spotted Dove","bout 1",0,1,62.60842084,62.65798703,441.6,725.5,562.5,562.5,283.894,187.5,0.0496,0.0427,-257,288,288,62.60842084
"SEL107R_20200325_182000","Active","SPDO","Spilopelia chinensis","Spotted Dove","bout 2",0,1,63.12886585,64.21312629,410.1,757.1,562.5,562.5,346.982,281.25,1.0843,0.9867,-629,695,695,63.12886585
"SEL107R_20200325_182000","Active","SPDO","Spilopelia chinensis","Spotted Dove","bout 3",0,1,64.51671922,65.34075715,410.1,757.1,656.25,562.5,346.982,281.25,0.824,0.7307,-493,457,493,64.51671922
"SEL107R_20200325_182000","Active","SPDO","Spilopelia chinensis","Spotted Dove","bout 4",0,1,65.70630781,66.2329486,441.6,820.1,656.25,656.25,378.526,187.5,0.5266,0.4533,-599,569,599,65.70630781
"SEL107R_20200325_182000","Active","SPDO","Spilopelia chinensis","Spotted Dove","bout 1",0,1,70,70.87360413,441.6,851.7,656.25,656.25,410.069,187.5,0.8736,0.7413,-742,799,799,70
"SEL107R_20200325_182000","Active","SPDO","Spilopelia chinensis","Spotted Dove","bout 2",0,1,71.15241396,71.87112374,441.6,914.8,750,750,473.157,281.25,0.7187,0.5707,-771,705,771,71.15241396
"SEL107R_20200325_182000","Active","SPDO","Spilopelia chinensis","Spotted Dove","bout 1",0,1,80.99751961,81.0718689,473.2,725.5,656.25,656.25,252.35,93.75,0.0743,0.0533,-560,499,560,80.99751961
"SEL107R_20200325_182000","Active","SPDO","Spilopelia chinensis","Spotted Dove","bout 2",0,1,81.49318152,82.3791772,473.2,820.1,656.25,656.25,346.982,187.5,0.886,0.7947,-653,635,653,81.49318152
"SEL107R_20200325_182000","Active","SPDO","Spilopelia chinensis","Spotted Dove","bout 3",0,1,82.70755322,83.37050103,441.6,914.8,656.25,656.25,473.157,281.25,0.6629,0.5493,-633,538,633,82.70755322
"IPTO04R_20200318_083500","Active","SPPI","Picumnus innominatus","Speckled Piculet","bout 1",0,1,131.03105375,131.2111776,6780.7,9055.8,7875,8062.5,2275.093,750,0.1801,0.064,-1685,1832,1832,131.03105375
"IPTO04R_20200318_083500","Active","SPPI","Picumnus innominatus","Speckled Piculet","bout 2",0,1,131.31055628,131.5900588,7137.5,8431.2,7406.25,7500,1293.68,656.25,0.2795,0.0853,-2785,2732,2785,131.31055628
"IPTO04R_20200318_083500","Active","SPPI","Picumnus innominatus","Speckled Piculet","bout 3",0,1,131.87577249,132.16148618,6959.1,8966.5,7218.75,7312.5,2007.435,562.5,0.2857,0.0853,-3395,3847,3847,131.87577249
"IPTO04R_20200318_083500","Active","SPPI","Picumnus innominatus","Speckled Piculet","bout 4",0,1,132.47204454,132.7453359,6959.1,9278.8,7218.75,7218.75,2319.703,656.25,0.2733,0.064,-4532,4116,4532,132.47204454
"IPTO04R_20200318_083500","Active","SPPI","Picumnus innominatus","Speckled Piculet","bout 5",0,1,133.02483842,133.29812978,6825.3,8966.5,7218.75,7218.75,2141.264,375,0.2733,0.08,-3110,3407,3407,133.02483842
"IPTO04R_20200318_083500","Active","SPPI","Picumnus innominatus","Speckled Piculet","bout 6",0,1,133.62111047,133.85713482,7003.7,9323.4,7312.5,7312.5,2319.703,468.75,0.236,0.08,-2994,3240,3240,133.62111047
"HP36P1B_20201212_090500","Benchmark","SPPI","Picumnus innominatus","Speckled Piculet","bout 1",0,1,151.276329435,154.169755873,6736.1,7494.4,7125,7031.25,758.364,375,2.8934,2.3307,-629,665,665,151.276329435
"HP36P3B_20201212_094000","Benchmark","SPPI","Picumnus innominatus","Speckled Piculet","bout 1",0,1,55.45847686,58.1598343,6825.3,7762.1,7218.75,7125,936.803,375,2.7014,2.4587,-621,674,674,55.45847686
"HP36P3B_20201212_094000","Benchmark","SPPI","Picumnus innominatus","Speckled Piculet","bout 1",0,1,120.786863293,123.705072826,6736.1,7940.5,7125,7125,1204.461,468.75,2.9182,2.496,-795,949,949,120.786863293
"INBS04R_20201211_071000","Active","SPPI","Picumnus innominatus","Speckled Piculet","bout 1",0,1,96.995028798,99.151158135,6914.5,8431.2,7125,7218.75,1516.729,937.5,2.1561,1.7067,-1215,1329,1329,96.995028798
"IPTO06U_20201211_100000","Passive","SPPI","Picumnus innominatus","Speckled Piculet","bout 1",0,1,120.44609573,120.63816472,6736.1,7405.2,6937.5,6937.5,669.145,281.25,0.1921,0.1013,-451,460,460,120.44609573
"IPTO06U_20201211_100000","Passive","SPPI","Picumnus innominatus","Speckled Piculet","bout 2",0,1,120.80545061,121.0470858,6780.7,7316,6937.5,6937.5,535.316,281.25,0.2416,0.144,-423,440,440,120.80545061
"IPTO06U_20201211_100000","Passive","SPPI","Picumnus innominatus","Speckled Piculet","bout 3",0,1,121.20198015,121.43741956,6736.1,7226.8,6937.5,6937.5,490.706,187.5,0.2354,0.1493,-441,448,448,121.20198015
"IPTO06U_20201211_100000","Passive","SPPI","Picumnus innominatus","Speckled Piculet","bout 4",0,1,121.617097,121.85873219,6646.8,7405.2,6843.75,6937.5,758.364,375,0.2416,0.1387,-430,392,430,121.617097
"IPTO06U_20201211_100000","Passive","SPPI","Picumnus innominatus","Speckled Piculet","bout 5",0,1,122.03221386,122.21808708,6736.1,7360.6,6937.5,6937.5,624.535,281.25,0.1859,0.128,-417,433,433,122.03221386
"IPTO06U_20201211_100000","Passive","SPPI","Picumnus innominatus","Speckled Piculet","bout 6",0,1,122.42254762,122.63939971,6736.1,7449.8,6937.5,6937.5,713.755,281.25,0.2169,0.1067,-614,598,614,122.42254762
"IPTO06U_20201211_100000","Passive","SPPI","Picumnus innominatus","Speckled Piculet","bout 7",0,1,122.78809828,123.04832079,6736.1,7405.2,6937.5,6937.5,669.145,281.25,0.2602,0.112,-534,529,534,122.78809828
"IPTO06U_20201211_100000","Passive","SPPI","Picumnus innominatus","Speckled Piculet","bout 8",0,1,123.19082359,123.426263,6736.1,7360.6,6937.5,6937.5,624.535,281.25,0.2354,0.1013,-531,517,531,123.19082359
"IPTO06U_20201211_100000","Passive","SPPI","Picumnus innominatus","Speckled Piculet","bout 9",0,1,123.62452777,123.84137985,6646.8,7271.4,6843.75,6843.75,624.535,375,0.2169,0.112,-419,379,419,123.62452777
"VAR310R_20210113_070000","Active","SPPI","Picumnus innominatus","Speckled Piculet","bout 1",0,1,63.289955971,65.080534645,6787.4,8118.3,7031.25,7125,1330.869,468.75,1.7906,1.4667,-1751,1713,1751,63.289955971
"PANMP3B_20201217_060500","Benchmark","SPPI","Picumnus innominatus","Speckled Piculet","bout 1",0,1,20.34076757,20.50805346,7092.9,7895.9,7312.5,7406.25,802.974,468.75,0.1673,0.1173,-424,446,446,20.34076757
"PANMP3B_20201217_060500","Benchmark","SPPI","Picumnus innominatus","Speckled Piculet","bout 2",0,1,20.78686329,20.97893229,7137.5,7940.5,7312.5,7312.5,802.974,562.5,0.1921,0.128,-443,437,443,20.78686329
"PANMP3B_20201217_060500","Benchmark","SPPI","Picumnus innominatus","Speckled Piculet","bout 3",0,1,21.84634064,22.01362654,7092.9,7940.5,7312.5,7312.5,847.584,562.5,0.1673,0.1067,-409,430,430,21.84634064
"PANMP3B_20201217_060500","Benchmark","SPPI","Picumnus innominatus","Speckled Piculet","bout 4",0,1,23.20321514,23.4014799,7092.9,7806.7,7312.5,7312.5,713.755,468.75,0.1983,0.1227,-540,592,592,23.20321514
"PANMP3B_20201217_060500","Benchmark","SPPI","Picumnus innominatus","Speckled Piculet","bout 5",0,1,23.66789818,23.84757563,7137.5,7940.5,7312.5,7406.25,802.974,562.5,0.1797,0.1227,-476,459,476,23.66789818
"PANMP3B_20201217_060500","Benchmark","SPPI","Picumnus innominatus","Speckled Piculet","bout 6",0,1,24.70259243,24.86368256,7137.5,7895.9,7312.5,7312.5,758.364,562.5,0.1611,0.0907,-384,452,452,24.70259243
"PANMP3B_20201217_060500","Benchmark","SPPI","Picumnus innominatus","Speckled Piculet","bout 7",0,1,25.13629661,25.3283656,7182.2,7940.5,7406.25,7406.25,758.364,468.75,0.1921,0.144,-451,454,454,25.13629661
"PANMP3B_20201217_060500","Benchmark","SPPI","Picumnus innominatus","Speckled Piculet","bout 8",0,1,26.15859931,26.35686408,7137.5,7895.9,7312.5,7312.5,758.364,562.5,0.1983,0.112,-487,401,487,26.15859931
"PANMP3B_20201217_060500","Benchmark","SPPI","Picumnus innominatus","Speckled Piculet","bout 1",0,1,40.23543941,40.40892108,7003.7,7806.7,7312.5,7312.5,802.974,468.75,0.1735,0.112,-387,498,498,40.23543941
"PANMP3B_20201217_060500","Benchmark","SPPI","Picumnus innominatus","Speckled Piculet","bout 2",0,1,41.61090123,41.82775332,7092.9,7895.9,7312.5,7406.25,802.974,562.5,0.2169,0.1333,-429,388,429,41.61090123
"PANMP3B_20201217_060500","Benchmark","SPPI","Picumnus innominatus","Speckled Piculet","bout 3",0,1,42.84386025,42.9987546,7137.5,7895.9,7312.5,7312.5,758.364,562.5,0.1549,0.096,-476,444,476,42.84386025
"PANMP3B_20201217_060500","Benchmark","SPPI","Picumnus innominatus","Speckled Piculet","bout 4",0,1,44.3060629,44.50432767,7137.5,7940.5,7312.5,7312.5,802.974,562.5,0.1983,0.112,-476,492,492,44.3060629
"PANMP3B_20201217_060500","Benchmark","SPPI","Picumnus innominatus","Speckled Piculet","bout 5",0,1,45.6629374,45.84881062,7137.5,7940.5,7312.5,7312.5,802.974,562.5,0.1859,0.096,-691,537,691,45.6629374
"PANMP3B_20201217_060500","Benchmark","SPPI","Picumnus innominatus","Speckled Piculet","bout 6",0,1,47.35438369,47.52166958,7137.5,7940.5,7312.5,7406.25,802.974,562.5,0.1673,0.1173,-522,448,522,47.35438369
"PANMP3B_20201217_060500","Benchmark","SPPI","Picumnus innominatus","Speckled Piculet","bout 7",0,1,48.37668639,48.53777651,7137.5,7940.5,7312.5,7312.5,802.974,562.5,0.1611,0.1013,-525,434,525,48.37668639
"PANMP3B_20201217_060500","Benchmark","SPPI","Picumnus innominatus","Speckled Piculet","bout 8",0,1,48.77321592,48.94669759,7182.2,7940.5,7312.5,7406.25,758.364,468.75,0.1735,0.1173,-381,405,405,48.77321592
"PANMP3B_20201217_060500","Benchmark","SPPI","Picumnus innominatus","Speckled Piculet","bout 1",0,1,50,50.1425028,7137.5,7940.5,7312.5,7406.25,802.974,562.5,0.1425,0.1013,-425,447,447,50
"PANMP3B_20201217_060500","Benchmark","SPPI","Picumnus innominatus","Speckled Piculet","bout 2",0,1,50.33457179,50.55142388,7137.5,7940.5,7406.25,7406.25,802.974,468.75,0.2169,0.1493,-430,487,487,50.33457179
"PANMP3B_20201217_060500","Benchmark","SPPI","Picumnus innominatus","Speckled Piculet","bout 3",0,1,51.4993773,51.67285897,7137.5,7985.1,7312.5,7406.25,847.584,468.75,0.1735,0.1227,-379,465,465,51.4993773
"PANMP3B_20201217_060500","Benchmark","SPPI","Picumnus innominatus","Speckled Piculet","bout 4",0,1,51.90829838,52.11895469,7137.5,7895.9,7406.25,7406.25,758.364,468.75,0.2107,0.1387,-589,373,589,51.90829838
"PANMP3B_20201217_060500","Benchmark","SPPI","Picumnus innominatus","Speckled Piculet","bout 5",0,1,53.31473907,53.53159116,7182.2,7895.9,7312.5,7406.25,713.755,468.75,0.2169,0.1547,-415,375,415,53.31473907
"PANMP3B_20201217_060500","Benchmark","SPPI","Picumnus innominatus","Speckled Piculet","bout 1",0,1,91.08426044,91.27632944,6914.5,7628.3,7218.75,7218.75,713.755,468.75,0.1921,0.144,-511,307,511,91.08426044
"PANMP3B_20201217_060500","Benchmark","SPPI","Picumnus innominatus","Speckled Piculet","bout 2",0,1,91.62948855,91.82155754,7048.3,7672.9,7218.75,7312.5,624.535,468.75,0.1921,0.128,-373,412,412,91.62948855
"PANMP3B_20201217_060500","Benchmark","SPPI","Picumnus innominatus","Speckled Piculet","bout 3",0,1,92.63320393,92.87483912,7048.3,7806.7,7218.75,7312.5,758.364,562.5,0.2416,0.1653,-384,320,384,92.63320393
"PANMP3B_20201217_060500","Benchmark","SPPI","Picumnus innominatus","Speckled Piculet","bout 4",0,1,93.12886585,93.30854329,7092.9,7895.9,7312.5,7312.5,802.974,562.5,0.1797,0.128,-390,366,390,93.12886585
"PANMP3B_20201217_060500","Benchmark","SPPI","Picumnus innominatus","Speckled Piculet","bout 5",0,1,94.14497278,94.34943332,7048.3,7895.9,7312.5,7406.25,847.584,562.5,0.2045,0.1547,-478,425,478,94.14497278
"PANMP3B_20201217_060500","Benchmark","SPPI","Picumnus innominatus","Speckled Piculet","bout 6",0,1,95.55141347,95.76826555,7092.9,7851.3,7312.5,7406.25,758.364,562.5,0.2169,0.1387,-412,356,412,95.55141347
"PANMP3B_20201217_060500","Benchmark","SPPI","Picumnus innominatus","Speckled Piculet","bout 7",0,1,95.92935568,96.12762044,7092.9,7895.9,7312.5,7406.25,802.974,562.5,0.1983,0.1227,-480,440,480,95.92935568
"PANMP3B_20201217_060500","Benchmark","SPPI","Picumnus innominatus","Speckled Piculet","bout 8",0,1,97.00742035,97.16231469,7092.9,7895.9,7312.5,7406.25,802.974,562.5,0.1549,0.1067,-447,397,447,97.00742035
"PANMP3B_20201217_060500","Benchmark","SPPI","Picumnus innominatus","Speckled Piculet","bout 9",0,1,97.50308226,97.69515126,7137.5,7940.5,7312.5,7406.25,802.974,562.5,0.1921,0.128,-400,356,400,97.50308226
"PANMP3B_20201217_060500","Benchmark","SPPI","Picumnus innominatus","Speckled Piculet","bout 10",0,1,98.54397229,98.73604128,7137.5,7895.9,7312.5,7312.5,758.364,562.5,0.1921,0.1227,-746,441,746,98.54397229
"PANMP3B_20201217_060500","Benchmark","SPPI","Picumnus innominatus","Speckled Piculet","bout 11",0,1,99.02104688,99.21931165,7092.9,7851.3,7312.5,7406.25,758.364,562.5,0.1983,0.1227,-445,419,445,99.02104688
"PANMP3B_20201217_060500","Benchmark","SPPI","Picumnus innominatus","Speckled Piculet","bout 1",0,1,120.650556265,120.873604128,7003.7,7672.9,7312.5,7312.5,669.145,375,0.223,0.144,-395,342,395,120.650556265
"PANMP3B_20201217_060500","Benchmark","SPPI","Picumnus innominatus","Speckled Piculet","bout 2",0,1,121.815361769,122.032213858,7048.3,7806.7,7218.75,7312.5,758.364,375,0.2169,0.1547,-361,367,367,121.815361769
"PANMP3B_20201217_060500","Benchmark","SPPI","Picumnus innominatus","Speckled Piculet","bout 3",0,1,123.153648944,123.345717937,7003.7,7895.9,7218.75,7312.5,892.193,468.75,0.1921,0.1333,-530,365,530,123.153648944
"PANMP3B_20201217_060500","Benchmark","SPPI","Picumnus innominatus","Speckled Piculet","bout 4",0,1,124.349433318,124.516719215,7092.9,7851.3,7312.5,7406.25,758.364,468.75,0.1673,0.1227,-368,399,399,124.349433318
"PANMP3B_20201217_060500","Benchmark","SPPI","Picumnus innominatus","Speckled Piculet","bout 5",0,1,124.789333269,125.006185357,7137.5,7985.1,7312.5,7406.25,847.584,562.5,0.2169,0.1333,-504,415,504,124.789333269
"PANMP3B_20201217_060500","Benchmark","SPPI","Picumnus innominatus","Speckled Piculet","bout 6",0,1,125.774461328,125.960334547,7137.5,7895.9,7312.5,7406.25,758.364,562.5,0.1859,0.112,-406,382,406,125.774461328
"PANMP3B_20201217_060500","Benchmark","SPPI","Picumnus innominatus","Speckled Piculet","bout 7",0,1,126.29490634,126.524149977,7092.9,7985.1,7406.25,7406.25,892.193,562.5,0.2292,0.1653,-416,405,416,126.29490634
"PANMP3B_20201217_060500","Benchmark","SPPI","Picumnus innominatus","Speckled Piculet","bout 8",0,1,127.428732974,127.657976611,7137.5,7985.1,7312.5,7406.25,847.584,562.5,0.2292,0.16,-374,371,374,127.428732974
"PANMP3B_20201217_060500","Benchmark","SPPI","Picumnus innominatus","Speckled Piculet","bout 9",0,1,127.912003343,128.153638527,7137.5,7985.1,7406.25,7406.25,847.584,562.5,0.2416,0.1653,-419,390,419,127.912003343
"PANMP3B_20201217_060500","Benchmark","SPPI","Picumnus innominatus","Speckled Piculet","bout 10",0,1,128.959089142,129.188332778,7092.9,7940.5,7312.5,7406.25,847.584,562.5,0.2292,0.1653,-491,355,491,128.959089142
"PANMP3B_20201217_060500","Benchmark","SPPI","Picumnus innominatus","Speckled Piculet","bout 11",0,1,129.355618675,129.553883442,7137.5,7985.1,7406.25,7500,847.584,562.5,0.1983,0.1387,-450,334,450,129.355618675
"HP4008R_20200325_162000","Active","SPPI","Picumnus innominatus","Speckled Piculet","bout 1",0,1,124.504327667,125.068143097,7497.2,7985.2,7781.25,7781.25,487.985,375,0.5638,0.3893,-574,628,628,124.504327667
"HP4008R_20200325_162000","Active","SPPI","Picumnus innominatus","Speckled Piculet","bout 2",0,1,125.532826144,127.503082262,7497.2,7985.2,7875,7781.25,487.985,281.25,1.9703,1.76,-555,705,705,125.532826144
"OLCAP5B_20200312_175000","Benchmark","SPPI","Picumnus innominatus","Speckled Piculet","bout 1",0,1,78.382882164,78.742237053,8698.9,9278.8,9093.75,9000,579.926,281.25,0.3594,0.1333,-3420,3420,3420,78.382882164
"OLCAP5B_20200312_175000","Benchmark","SPPI","Picumnus innominatus","Speckled Piculet","bout 1",0,1,88.22179204,88.62451735,8698.9,9457.2,9000,9000,758.364,187.5,0.4027,0.144,-2721,2782,2782,88.22179204
"HP37P4B_20200313_072000","Benchmark","STBU","Hypsipetes ganeesa","Square-tailed Bulbul","bout 1",1,0,104.273283023,107.602468634,1918.2,4416.4,3281.25,2906.25,2498.141,1406.25,3.3292,2.5227,-1314,1298,1314,104.273283023
"HP37P4B_20200313_072000","Benchmark","STBU","Hypsipetes ganeesa","Square-tailed Bulbul","bout 1",1,0,126.47203621,129.12420459,1918.2,4371.7,2906.25,2906.25,2453.532,1312.5,2.6522,2.1013,-1318,1609,1609,126.47203621
"HP37P2B_20200307_080000","Benchmark","STBU","Hypsipetes ganeesa","Square-tailed Bulbul","bout 1",1,0,180.719,183.823,1427.5,4416.4,3562.5,3187.5,2988.9,1593.75,3.354,3.0507,-2643,2726,2726,180.719
"IPTO04R_20201214_093500","Active","STBU","Hypsipetes ganeesa","Square-tailed Bulbul","bout 1",1,0,234.950423392,235.650545849,4014.9,5977.7,4781.25,4687.5,1962.825,1218.75,0.7001,0.5547,-1289,1199,1289,234.950423392
"IPTO04R_20201214_093500","Active","STBU","Hypsipetes ganeesa","Square-tailed Bulbul","bout 2",1,0,239.107787717,239.597253859,2542.8,4416.4,3375,3468.75,1873.606,1125,0.4895,0.416,-954,1111,1111,239.107787717
"IPTO06R_20201211_093500","Active","STBU","Hypsipetes ganeesa","Square-tailed Bulbul","bout 1",1,0,40.0247831,41.51176885,1561.3,4550.2,2437.5,3093.75,2988.848,2062.5,1.487,1.3173,-629,746,746,40.0247831
"IPTO06R_20201211_093500","Active","STBU","Hypsipetes ganeesa","Square-tailed Bulbul","bout 2",1,0,41.60470546,43.50680806,1249.1,4639.4,3375,3375,3390.335,1593.75,1.9021,1.1947,-11291,10748,11291,41.60470546
"IPTO06R_20201211_094000","Active","STBU","Hypsipetes ganeesa","Square-tailed Bulbul","bout 1",1,0,4.75463902,5.65922202,1739.8,4594.8,4125,3656.25,2855.019,937.5,0.9046,0.5813,-5289,5012,5289,4.75463902
"IPTO06R_20201211_094000","Active","STBU","Hypsipetes ganeesa","Square-tailed Bulbul","bout 1",1,0,10.3097887,11.23915479,2096.7,4684,3656.25,3562.5,2587.361,1125,0.9294,0.6827,-5583,5859,5859,10.3097887
"IPTO06R_20201211_094000","Active","STBU","Hypsipetes ganeesa","Square-tailed Bulbul","bout 1",1,0,21.95786457,22.8066856,2408.9,4594.8,3468.75,3468.75,2185.874,843.75,0.8488,0.6293,-6010,6700,6700,21.95786457
"IPTO06R_20201211_094000","Active","STBU","Hypsipetes ganeesa","Square-tailed Bulbul","bout 2",1,0,26.5427373,27.37916678,1605.9,4282.5,3468.75,3375,2676.58,843.75,0.8364,0.5547,-4293,4445,4445,26.5427373
"IPTO06R_20201211_094000","Active","STBU","Hypsipetes ganeesa","Square-tailed Bulbul","bout 1",1,0,30.11771971,32.8314687,2498.1,4059.5,3468.75,3375,1561.338,1031.25,2.7137,2.128,-1096,1105,1105,30.11771971
"IPTO06R_20201211_094000","Active","STBU","Hypsipetes ganeesa","Square-tailed Bulbul","bout 2",1,0,35.54521769,36.03468383,2899.6,4282.5,3468.75,3468.75,1382.9,937.5,0.4895,0.4267,-1017,920,1017,35.54521769
"IPTO06R_20201211_094000","Active","STBU","Hypsipetes ganeesa","Square-tailed Bulbul","bout 3",1,0,36.53654153,36.95165838,1829,3122.7,2156.25,2250,1293.68,1031.25,0.4151,0.3573,-514,569,569,36.53654153
"IPTO06R_20201211_094000","Active","STBU","Hypsipetes ganeesa","Square-tailed Bulbul","bout 4",1,0,33.28995597,33.74224747,1739.8,3970.3,2156.25,3187.5,2230.483,1593.75,0.4523,0.3627,-413,483,483,33.28995597
"IPTO06R_20201211_094000","Active","STBU","Hypsipetes ganeesa","Square-tailed Bulbul","bout 5",1,0,37.20568511,39.99997917,1873.6,4639.4,3562.5,3562.5,2765.799,1031.25,2.7943,1.696,-1939,1879,1939,37.20568511
"UPMAP5B_20201211_095500","Benchmark","STBU","Hypsipetes ganeesa","Square-tailed Bulbul","bout 1",1,0,40.03717464,42.28004482,3345.7,5085.5,4687.5,4406.25,1739.777,1031.25,2.2429,1.8187,-725,770,770,40.03717464
"UPMAP5B_20201211_095500","Benchmark","STBU","Hypsipetes ganeesa","Square-tailed Bulbul","bout 2",1,0,44.81411637,46.28871057,3434.9,4996.3,4687.5,4500,1561.338,937.5,1.4746,1.136,-432,627,627,44.81411637
"UPMAP5B_20201211_095500","Benchmark","STBU","Hypsipetes ganeesa","Square-tailed Bulbul","bout 3",1,0,48.54397229,49.99997917,3122.7,5130.1,4687.5,4500,2007.435,1031.25,1.456,1.1947,-800,736,800,48.54397229
"UPMAP5B_20201211_095500","Benchmark","STBU","Hypsipetes ganeesa","Square-tailed Bulbul","bout 1",1,0,50,50.56381543,2988.8,5085.5,4687.5,4500,2096.654,1218.75,0.5638,0.4907,-560,622,622,50
"UPMAP5B_20201211_095500","Benchmark","STBU","Hypsipetes ganeesa","Square-tailed Bulbul","bout 1",1,0,60,61.85253641,3078.1,5174.7,4406.25,4500,2096.654,1125,1.8525,1.5147,-697,1065,1065,60
"UPMAP5B_20201211_095500","Benchmark","STBU","Hypsipetes ganeesa","Square-tailed Bulbul","bout 2",1,0,66.61089081,68.38288216,3345.7,5174.7,4593.75,4593.75,1828.996,1031.25,1.772,1.4347,-604,694,694,66.61089081
"UPMAP5B_20201211_095500","Benchmark","STBU","Hypsipetes ganeesa","Square-tailed Bulbul","bout 1",1,0,77.62080197,79.30605248,3613.4,5130.1,4500,4593.75,1516.729,843.75,1.6853,1.3813,-643,751,751,77.62080197
"HP36P3B_20201214_075000","Benchmark","STBU","Hypsipetes ganeesa","Square-tailed Bulbul","bout 1",1,0,1.198264767,2.648075873,2096.7,6691.4,3468.75,3656.25,4594.796,2062.5,1.4498,1.216,-1308,1348,1348,1.198264767
"HP36P3B_20201214_075000","Benchmark","STBU","Hypsipetes ganeesa","Square-tailed Bulbul","bout 2",1,0,4.77322634,6.768265554,2052,6513,3468.75,3562.5,4460.967,2062.5,1.995,1.664,-1050,1253,1253,4.77322634
"HP36P3B_20201214_075000","Benchmark","STBU","Hypsipetes ganeesa","Square-tailed Bulbul","bout 3",1,0,9.667887766,10.256486292,2408.9,5219.3,3562.5,3562.5,2810.409,1406.25,0.5886,0.496,-1142,1165,1165,9.667887766
